# ID	Field	StarID	RA	Decl	I	V	P_1	dP_1
OGLE-SMC-CEP-0221	SMC133.3	595	00:35:42.68	-73:52:00.9	17.416	17.951	1.1016164	0.0000007
OGLE-SMC-CEP-0222	SMC130.3	273	00:35:44.58	-73:13:47.6	16.380	16.891	1.5744416	0.0000036
OGLE-SMC-CEP-0223	SMC130.2	135	00:35:44.86	-73:26:25.7	16.158	16.821	3.5697090	0.0000043
OGLE-SMC-CEP-0224	SMC130.4	249	00:35:50.05	-73:06:09.7	16.379	17.113	2.9676412	0.0000048
OGLE-SMC-CEP-0225	SMC133.2	6632	00:35:51.62	-74:03:43.9	17.069	17.703	1.3582862	0.0000006
OGLE-SMC-CEP-0226	SMC133.4	8842	00:35:55.98	-73:41:22.5	16.724	17.182	0.7003762	0.0000029
OGLE-SMC-CEP-0227	SMC131.1	435	00:35:57.93	-72:58:13.7	17.511	18.106	0.9625690	0.0000005
OGLE-SMC-CEP-0228	SMC130.1	134	00:35:58.62	-73:28:57.1	15.765	16.428	3.1411620	0.0000060
OGLE-SMC-CEP-0229	SMC130.2	731	00:36:02.31	-73:23:12.1	17.275	17.724	0.7953982	0.0000014
OGLE-SMC-CEP-0230	SMC133.2	6518	00:36:03.46	-73:55:58.8	13.820	14.702	16.2942879	0.0000956
OGLE-SMC-CEP-0231	SMC133.4	9797	00:36:08.10	-73:41:38.3	18.286	18.917	0.4489765	0.0000009
OGLE-SMC-CEP-0232	SMC133.2	6850	00:36:10.27	-73:56:40.6	17.692	18.331	1.0294589	0.0000006
OGLE-SMC-CEP-0233	SMC133.4	8861	00:36:11.18	-73:45:02.2	16.926	17.528	1.3724954	0.0000004
OGLE-SMC-CEP-0234	SMC133.2	6578	00:36:13.75	-73:59:07.0	15.934	16.606	3.2778008	0.0000022
OGLE-SMC-CEP-0235	SMC133.3	7343	00:36:18.11	-73:46:24.9	14.134	14.842	9.4509222	0.0000143
OGLE-SMC-CEP-0236	SMC133.4	9197	00:36:26.83	-73:43:36.6	17.273	17.926	1.2223112	0.0000007
OGLE-SMC-CEP-0237	SMC130.4	7750	00:36:29.61	-73:06:44.4	16.538	17.219	1.5493972	0.0000014
OGLE-SMC-CEP-0238	SMC130.1	9434	00:36:31.88	-73:36:14.8	17.525	17.965	0.6522386	0.0000002
OGLE-SMC-CEP-0239	SMC131.3	163	00:36:32.29	-72:35:30.0	16.396	16.935	1.3709966	0.0000023
OGLE-SMC-CEP-0240	SMC133.1	4916	00:36:32.33	-74:04:31.0	17.060	17.596	1.4000118	0.0000007
OGLE-SMC-CEP-0241	SMC133.2	6679	00:36:40.94	-74:02:53.4	17.141	17.658	0.7709884	0.0000006
OGLE-SMC-CEP-0242	SMC130.1	9086	00:36:42.67	-73:29:08.8	15.546	16.148	2.8098436	0.0000036
OGLE-SMC-CEP-0243	SMC133.2	6946	00:36:46.51	-74:01:07.9	17.109	17.669	0.9659694	0.0000008
OGLE-SMC-CEP-0244	SMC130.3	8920	00:36:51.24	-73:14:42.8	16.972	17.512	0.8545548	0.0000005
OGLE-SMC-CEP-0245	SMC130.3	8922	00:36:53.72	-73:13:33.2	16.769	17.297	0.9784245	0.0000004
OGLE-SMC-CEP-0246	SMC133.2	6525	00:36:55.70	-73:56:28.0	13.959	14.766	14.3807319	0.0000352
OGLE-SMC-CEP-0247	SMC130.4	7794	00:36:55.98	-73:04:23.9	17.021	17.620	1.3409641	0.0000003
OGLE-SMC-CEP-0248	SMC130.2	9450	00:36:56.50	-73:23:53.1	16.015	16.604	1.8050496	0.0000011
OGLE-SMC-CEP-0249	SMC134.4	3837	00:37:01.02	-74:14:54.4	17.670	18.290	1.0219709	0.0000009
OGLE-SMC-CEP-0250	SMC130.3	8780	00:37:05.46	-73:15:09.4	15.775	16.265	1.9420783	0.0000023
OGLE-SMC-CEP-0251	SMC133.4	8791	00:37:13.35	-73:38:00.5	16.034	16.486	1.7968016	0.0000013
OGLE-SMC-CEP-0252	SMC133.1	5165	00:37:18.89	-74:08:50.0	17.375	18.004	1.4703463	0.0000015
OGLE-SMC-CEP-0253	SMC133.4	9365	00:37:20.10	-73:39:33.4	17.117	17.703	1.4312281	0.0000079
OGLE-SMC-CEP-0254	SMC133.2	7056	00:37:26.48	-73:56:08.2	17.271	17.889	1.0500435	0.0000009
OGLE-SMC-CEP-0255	SMC133.2	6557	00:37:28.97	-73:58:00.2	15.073	15.862	5.7944954	0.0000114
OGLE-SMC-CEP-0256	SMC133.4	9407	00:37:31.09	-73:45:54.9	17.081	17.678	1.4145884	0.0000014
OGLE-SMC-CEP-0257	SMC128.7	156	00:37:32.22	-74:03:49.6	16.666	17.232	1.7181276	0.0000008
OGLE-SMC-CEP-0258	SMC133.4	8992	00:37:32.51	-73:38:13.0	16.604	17.227	1.2980967	0.0000011
OGLE-SMC-CEP-0259	SMC133.4	8989	00:37:32.97	-73:43:46.8	16.822	17.311	1.0575351	0.0000016
OGLE-SMC-CEP-0260	SMC128.7	155	00:37:33.16	-73:59:05.0	16.796	17.293	1.1270799	0.0000008
OGLE-SMC-CEP-0261	SMC128.5	0	00:37:34.57	-73:46:10.1	16.745	17.261	1.2980763	0.0000023
OGLE-SMC-CEP-0262	SMC128.8	133	00:37:35.42	-74:07:59.7	17.089	17.786	1.5990024	0.0000013
OGLE-SMC-CEP-0263	SMC129.7	65	00:37:35.61	-74:34:43.6	16.721	17.280	1.7406743	0.0000007
OGLE-SMC-CEP-0264	SMC129.6	176	00:37:37.13	-74:26:16.7	17.143	17.648	0.9253039	0.0000015
OGLE-SMC-CEP-0265	SMC133.1	5203	00:37:40.75	-74:12:23.8	17.104	17.814	1.6622267	0.0000012
OGLE-SMC-CEP-0266	SMC128.5	216	00:37:40.97	-73:43:05.4	17.311	18.000	1.3881638	0.0000011
OGLE-SMC-CEP-0267	SMC129.7	149	00:37:41.46	-74:33:08.0	17.522	18.122	0.7074533	0.0000010
OGLE-SMC-CEP-0268	SMC129.8	152	00:37:41.67	-74:45:31.5	17.423	17.985	1.2030231	0.0000007
OGLE-SMC-CEP-0269	SMC129.8	159	00:37:44.16	-74:47:55.4	17.596	18.127	1.2285857	0.0000007
OGLE-SMC-CEP-0270	SMC129.5	111	00:37:44.42	-74:14:48.7	16.320	16.985	2.6601421	0.0000020
OGLE-SMC-CEP-0271	SMC133.2	6627	00:37:57.50	-74:02:51.2	15.628	16.316	3.6764741	0.0000023
OGLE-SMC-CEP-0272	SMC125.5	47	00:37:58.81	-73:10:24.0	16.352	17.091	2.1028521	0.0000023
OGLE-SMC-CEP-0273	SMC128.8	169	00:38:00.96	-74:09:42.0	17.273	17.899	1.3570596	0.0000008
OGLE-SMC-CEP-0274	SMC125.8	55	00:38:01.04	-73:34:32.9	17.094	17.705	1.4230209	0.0000003
OGLE-SMC-CEP-0275	SMC125.8	57	00:38:01.51	-73:34:51.7	16.744	17.215	0.7203972	0.0000017
OGLE-SMC-CEP-0276	SMC130.2	9727	00:38:11.55	-73:25:00.7	17.025	17.593	1.2691979	0.0000002
OGLE-SMC-CEP-0277	SMC128.5	706	00:38:13.87	-73:43:56.3	17.445	18.083	1.1289301	0.0000004
OGLE-SMC-CEP-0278	SMC131.1	6689	00:38:14.97	-72:55:33.1	16.933	17.448	0.8714584	0.0000010
OGLE-SMC-CEP-0279	SMC128.7	544	00:38:15.95	-73:58:41.2	17.509	18.052	1.1785583	0.0000027
OGLE-SMC-CEP-0280	SMC128.5	118	00:38:16.18	-73:39:25.5	16.333	16.898	1.6751913	0.0000015
OGLE-SMC-CEP-0281	SMC125.7	20404	00:38:16.79	-73:21:58.1	16.387	16.870	1.2662460	0.0000007
OGLE-SMC-CEP-0282	SMC128.6	11	00:38:16.97	-73:48:52.9	14.475	15.157	8.4953921	0.0000072
OGLE-SMC-CEP-0283	SMC125.8	16832	00:38:18.88	-73:31:32.1	12.846	13.873	36.9658436	0.0005329
OGLE-SMC-CEP-0284	SMC128.6	283	00:38:24.45	-73:52:55.3	17.282	17.844	1.2254439	0.0000003
OGLE-SMC-CEP-0285	SMC128.6	296	00:38:31.19	-73:49:20.7	17.245	17.838	1.1044177	0.0000031
OGLE-SMC-CEP-0286	SMC125.6	19519	00:38:31.61	-73:11:57.3	16.108	16.655	1.5880922	0.0000010
OGLE-SMC-CEP-0287	SMC125.5	97	00:38:32.41	-73:07:04.7	16.934	17.557	1.0339286	0.0000015
OGLE-SMC-CEP-0288	SMC128.5	341	00:38:32.83	-73:44:04.5	16.828	17.423	1.0124424	0.0000008
OGLE-SMC-CEP-0289	SMC128.7	13	00:38:35.77	-73:57:24.0	14.685	15.474	7.9400885	0.0000284
OGLE-SMC-CEP-0290	SMC125.7	59	00:38:37.73	-73:25:11.0	16.187	16.694	1.4332257	0.0000010
OGLE-SMC-CEP-0291	SMC129.6	110	00:38:38.03	-74:27:29.6	16.526	17.191	1.5438682	0.0000011
OGLE-SMC-CEP-0292	SMC126.7	421	00:38:44.68	-72:47:12.9	17.518	18.168	1.0275071	0.0000014
OGLE-SMC-CEP-0293	SMC125.6	135	00:38:48.15	-73:16:05.2	16.585	17.170	1.3242066	0.0000009
OGLE-SMC-CEP-0294	SMC128.7	50	00:38:51.47	-74:00:53.5	15.011	15.681	4.1295700	0.0000300
OGLE-SMC-CEP-0295	SMC125.6	19808	00:38:55.02	-73:12:22.8	17.351	17.980	0.8057663	0.0000007
OGLE-SMC-CEP-0296	SMC125.7	148	00:38:55.20	-73:27:54.2	17.017	17.465	0.9349520	0.0000004
OGLE-SMC-CEP-0297	SMC128.6	140	00:38:57.09	-73:48:47.7	16.559	17.243	2.1131982	0.0000007
OGLE-SMC-CEP-0298	SMC128.7	126	00:38:58.37	-73:59:42.4	16.134	16.823	2.7698679	0.0000032
OGLE-SMC-CEP-0299	SMC128.6	341	00:38:58.48	-73:48:31.9	16.602	17.205	2.1311493	0.0000005
OGLE-SMC-CEP-0300	SMC126.7	466	00:38:58.72	-72:45:36.1	17.254	17.781	0.7189005	0.0000007
OGLE-SMC-CEP-0301	SMC125.7	4294	00:39:03.60	-73:28:05.9	16.426	16.912	1.2694609	0.0000006
OGLE-SMC-CEP-0302	SMC125.6	4430	00:39:04.30	-73:16:52.6	15.800	16.494	3.4892378	0.0000011
OGLE-SMC-CEP-0303	SMC126.7	210	00:39:05.17	-72:47:12.4	16.490	17.154	1.9997766	0.0000020
OGLE-SMC-CEP-0304	SMC126.8	261	00:39:08.83	-72:58:39.7	16.350	17.037	2.1859794	0.0000020
OGLE-SMC-CEP-0305	SMC125.8	4033	00:39:09.65	-73:35:43.4	16.170	16.840	1.6658931	0.0000019
OGLE-SMC-CEP-0306	SMC126.6	146	00:39:10.52	-72:42:55.9	16.606	17.240	1.8021508	0.0000012
OGLE-SMC-CEP-0307	SMC128.7	325	00:39:15.36	-74:01:12.4	16.986	17.532	0.9734743	0.0000008
OGLE-SMC-CEP-0308	SMC125.8	20948	00:39:16.18	-73:32:08.0	17.411	17.989	0.7769240	0.0000005
OGLE-SMC-CEP-0309	SMC125.8	20834	00:39:16.97	-73:30:27.2	17.097	17.658	0.9274210	0.0000008
OGLE-SMC-CEP-0310	SMC125.6	23927	00:39:17.43	-73:14:25.6	18.109	18.622	0.3942378	0.0000002
OGLE-SMC-CEP-0311	SMC128.6	383	00:39:21.09	-73:46:47.5	17.260	17.910	1.3689250	0.0000006
OGLE-SMC-CEP-0312	SMC129.5	4845	00:39:25.71	-74:16:10.2	17.264	17.638	0.6585830	0.0000004
OGLE-SMC-CEP-0313	SMC128.5	466	00:39:29.05	-73:41:56.7	17.236	17.887	1.2162371	0.0000003
OGLE-SMC-CEP-0314	SMC125.6	23804	00:39:29.37	-73:13:22.3	17.321	17.873	0.7603732	0.0000004
OGLE-SMC-CEP-0315	SMC128.5	471	00:39:30.32	-73:44:41.7	17.077	17.574	0.8882111	0.0000002
OGLE-SMC-CEP-0316	SMC129.5	4852	00:39:30.82	-74:15:48.4	17.791	18.347	0.9944002	0.0000007
OGLE-SMC-CEP-0317	SMC129.6	3650	00:39:31.88	-74:22:56.9	17.627	18.139	0.6823643	0.0000005
OGLE-SMC-CEP-0318	SMC128.5	477	00:39:33.02	-73:42:58.0	16.732	17.404	1.2540656	0.0000014
OGLE-SMC-CEP-0319	SMC126.8	747	00:39:33.73	-73:01:27.4	17.329	17.841	0.6749228	0.0000003
OGLE-SMC-CEP-0320	SMC128.5	31	00:39:33.82	-73:44:54.3	13.445	14.169	17.9426814	0.0000934
OGLE-SMC-CEP-0321	SMC125.6	23814	00:39:35.04	-73:13:01.0	17.252	17.736	0.6704262	0.0000003
OGLE-SMC-CEP-0322	SMC128.5	483	00:39:36.50	-73:39:04.2	17.108	17.685	1.2652779	0.0000003
OGLE-SMC-CEP-0323	SMC125.8	4279	00:39:36.80	-73:34:54.5	17.344	17.984	1.2743822	0.0000005
OGLE-SMC-CEP-0324	SMC128.8	275	00:39:37.04	-74:04:40.2	17.277	17.764	0.6428450	0.0000043
OGLE-SMC-CEP-0325	SMC126.6	419	00:39:39.64	-72:39:14.0	17.294	17.819	0.8742434	0.0000007
OGLE-SMC-CEP-0326	SMC126.8	322	00:39:42.62	-72:56:45.6	16.850	17.498	2.4956038	0.0000024
OGLE-SMC-CEP-0327	SMC129.6	3667	00:39:42.62	-74:27:56.8	17.325	17.840	1.3253341	0.0000006
OGLE-SMC-CEP-0328	SMC128.6	11250	00:39:43.59	-73:50:14.6	17.194	17.679	0.8567066	0.0000006
OGLE-SMC-CEP-0329	SMC129.5	4700	00:39:43.87	-74:20:44.7	15.858	16.543	3.5829748	0.0000044
OGLE-SMC-CEP-0330	SMC129.5	4879	00:39:45.39	-74:13:27.8	17.140	17.586	1.0526364	0.0000017
OGLE-SMC-CEP-0331	SMC128.5	15059	00:39:45.44	-73:45:19.3	16.748	17.325	1.2750914	0.0000018
OGLE-SMC-CEP-0332	SMC128.6	11262	00:39:48.30	-73:54:55.4	16.871	17.474	1.4805160	0.0000008
OGLE-SMC-CEP-0333	SMC129.7	2671	00:39:49.52	-74:31:05.4	16.246	16.953	3.6493019	0.0000209
OGLE-SMC-CEP-0334	SMC125.8	20873	00:39:50.09	-73:29:57.4	16.841	17.394	1.4720141	0.0000003
OGLE-SMC-CEP-0335	SMC129.7	2768	00:39:54.33	-74:31:23.7	17.190	17.776	0.9624231	0.0000015
OGLE-SMC-CEP-0336	SMC126.8	349	00:39:56.92	-73:01:18.6	16.637	17.348	1.8829691	0.0000014
OGLE-SMC-CEP-0337	SMC129.8	2497	00:39:59.47	-74:43:01.0	16.903	17.491	1.1306383	0.0000016
OGLE-SMC-CEP-0338	SMC128.7	9459	00:40:00.00	-73:55:36.6	15.678	16.442	5.9734630	0.0000221
OGLE-SMC-CEP-0339	SMC125.8	25055	00:40:00.04	-73:29:56.7	16.534	17.097	1.6526562	0.0000004
OGLE-SMC-CEP-0340	SMC129.5	4915	00:40:02.79	-74:12:48.8	17.538	18.017	0.8018549	0.0000010
OGLE-SMC-CEP-0341	SMC128.8	8441	00:40:03.46	-74:10:16.0	16.922	17.489	1.1172809	0.0000011
OGLE-SMC-CEP-0342	SMC126.7	746	00:40:03.46	-72:49:26.2	17.219	17.801	0.8289294	0.0000006
OGLE-SMC-CEP-0343	SMC126.6	506	00:40:08.58	-72:41:30.8	17.415	17.981	1.2054166	0.0000005
OGLE-SMC-CEP-0344	SMC129.5	4930	00:40:09.34	-74:21:15.4	17.210	17.863	1.3834553	0.0000024
OGLE-SMC-CEP-0345	SMC128.6	11314	00:40:12.35	-73:50:33.0	17.281	17.740	0.5852050	0.0000018
OGLE-SMC-CEP-0346	SMC128.5	14949	00:40:13.61	-73:41:37.4	16.015	16.716	3.7624825	0.0000057
OGLE-SMC-CEP-0347	SMC128.8	8457	00:40:14.30	-74:06:38.1	17.454	18.144	1.3673820	0.0000026
OGLE-SMC-CEP-0348	SMC126.7	142	00:40:15.88	-72:44:31.5	15.995	16.617	2.0668796	0.0000053
OGLE-SMC-CEP-0349	SMC126.8	396	00:40:19.95	-73:00:52.5	16.963	17.628	1.4793992	0.0000004
OGLE-SMC-CEP-0350	SMC125.7	9024	00:40:21.99	-73:27:41.7	16.450	17.007	1.7309653	0.0000003
OGLE-SMC-CEP-0351	SMC128.5	14798	00:40:23.63	-73:40:24.8	14.249	14.924	10.3336017	0.0000171
OGLE-SMC-CEP-0352	SMC128.6	11143	00:40:24.56	-73:52:43.7	15.998	16.635	3.0685702	0.0000018
OGLE-SMC-CEP-0353	SMC126.8	13647	00:40:27.30	-72:59:51.4	17.429	18.031	0.6745479	0.0000005
OGLE-SMC-CEP-0354	SMC125.6	28883	00:40:27.33	-73:12:25.6	18.057	18.456	0.9802456	0.0000006
OGLE-SMC-CEP-0355	SMC125.6	28611	00:40:27.67	-73:12:15.6	15.981	16.706	3.1681279	0.0000017
OGLE-SMC-CEP-0356	SMC126.7	10101	00:40:28.36	-72:49:08.0	16.637	17.314	1.8207127	0.0000013
OGLE-SMC-CEP-0357	SMC126.7	9920	00:40:28.89	-72:52:40.7	15.195	15.912	4.9155564	0.0000041
OGLE-SMC-CEP-0358	SMC125.7	9039	00:40:29.18	-73:26:49.4	17.290	17.657	0.4422357	0.0000009
OGLE-SMC-CEP-0359	SMC125.7	29232	00:40:29.85	-73:24:04.0	13.785	14.748	17.4621521	0.0000335
OGLE-SMC-CEP-0360	SMC125.6	28680	00:40:29.90	-73:11:33.8	16.722	17.394	1.9133911	0.0000007
OGLE-SMC-CEP-0361	SMC125.5	28279	00:40:30.23	-73:04:54.6	16.495	17.076	1.6216093	0.0000005
OGLE-SMC-CEP-0362	SMC126.7	10106	00:40:30.25	-72:50:38.1	16.879	17.414	0.9123765	0.0000003
OGLE-SMC-CEP-0363	SMC125.6	28615	00:40:31.89	-73:13:40.8	16.343	16.941	1.4089344	0.0000011
OGLE-SMC-CEP-0364	SMC125.8	25097	00:40:34.94	-73:30:04.2	17.279	17.836	0.7174765	0.0000003
OGLE-SMC-CEP-0365	SMC128.5	14974	00:40:35.66	-73:43:41.7	16.318	16.676	1.2488907	0.0000008
OGLE-SMC-CEP-0366	SMC126.6	8229	00:40:36.07	-72:38:04.2	18.254	18.611	0.6209232	0.0000007
OGLE-SMC-CEP-0367	SMC128.7	10064	00:40:38.17	-74:03:08.2	17.422	18.026	1.0972743	0.0000005
OGLE-SMC-CEP-0368	SMC125.6	28564	00:40:38.61	-73:13:14.3	13.949	14.761	13.4782333	0.0000218
OGLE-SMC-CEP-0369	SMC129.5	4797	00:40:39.69	-74:17:52.9	16.837	17.375	0.9676740	0.0000012
OGLE-SMC-CEP-0370	SMC128.7	9483	00:40:40.98	-73:56:42.7	15.561	16.181	3.8094127	0.0000058
OGLE-SMC-CEP-0371	SMC125.7	29375	00:40:41.58	-73:20:26.4	16.538	17.181	2.2325707	0.0000007
OGLE-SMC-CEP-0372	SMC125.7	29236	00:40:43.10	-73:23:06.7	14.428	15.307	10.2519320	0.0001114
OGLE-SMC-CEP-0373	SMC128.8	8569	00:40:45.21	-74:06:16.9	17.329	17.947	1.2591200	0.0000008
OGLE-SMC-CEP-0374	SMC128.5	14803	00:40:46.06	-73:43:01.6	13.082	14.069	28.4431176	0.0000809
OGLE-SMC-CEP-0375	SMC125.8	8146	00:40:46.26	-73:35:09.9	15.695	16.300	2.1336331	0.0000014
OGLE-SMC-CEP-0376	SMC128.7	9486	00:40:46.75	-73:57:49.2	15.006	15.598	3.2701538	0.0000123
OGLE-SMC-CEP-0377	SMC128.8	8376	00:40:47.16	-74:05:23.9	16.003	16.731	3.4913459	0.0000083
OGLE-SMC-CEP-0378	SMC125.6	9019	00:40:49.78	-73:17:15.7	15.759	16.556	2.2480956	0.0000008
OGLE-SMC-CEP-0379	SMC128.8	8807	00:40:50.01	-74:04:30.4	17.512	18.178	1.0936777	0.0000013
OGLE-SMC-CEP-0380	SMC125.6	9020	00:40:51.65	-73:15:20.0	16.527	17.170	2.0178306	0.0000005
OGLE-SMC-CEP-0381	SMC129.5	4807	00:40:54.43	-74:13:49.4	16.737	17.305	1.6916047	0.0000009
OGLE-SMC-CEP-0382	SMC125.8	25125	00:40:54.60	-73:29:10.5	16.896	17.413	0.9307624	0.0000011
OGLE-SMC-CEP-0383	SMC129.8	2516	00:40:57.51	-74:42:34.3	16.365	16.903	2.6227456	0.0000021
OGLE-SMC-CEP-0384	SMC128.6	11182	00:41:00.24	-73:52:52.3	15.688	16.405	3.7378666	0.0000048
OGLE-SMC-CEP-0385	SMC125.5	9341	00:41:00.50	-73:07:04.7	17.062	17.548	0.7968510	0.0000004
OGLE-SMC-CEP-0386	SMC128.7	9701	00:41:01.33	-73:55:56.7	17.191	17.774	1.2842478	0.0000007
OGLE-SMC-CEP-0387	SMC125.8	29874	00:41:03.87	-73:31:39.8	13.959	14.730	13.0905747	0.0000685
OGLE-SMC-CEP-0388	SMC125.7	14581	00:41:05.89	-73:24:54.5	17.176	17.816	1.4740169	0.0000005
OGLE-SMC-CEP-0389	SMC126.6	7497	00:41:06.20	-72:42:59.6	16.611	17.322	1.9564648	0.0000030
OGLE-SMC-CEP-0390	SMC125.6	14206	00:41:07.73	-73:15:16.0	16.791	17.444	1.6303453	0.0000006
OGLE-SMC-CEP-0391	SMC129.6	3802	00:41:10.08	-74:28:25.1	17.296	17.780	0.7687192	0.0000007
OGLE-SMC-CEP-0392	SMC126.5	5356	00:41:10.41	-72:33:17.6	15.891	16.578	3.0751933	0.0000043
OGLE-SMC-CEP-0393	SMC128.6	11439	00:41:10.78	-73:48:48.2	17.263	17.868	1.3765079	0.0000007
OGLE-SMC-CEP-0394	SMC128.6	11440	00:41:10.97	-73:49:42.9	17.373	18.017	1.2012877	0.0000007
OGLE-SMC-CEP-0395	SMC125.8	29914	00:41:14.40	-73:32:34.8	16.191	16.837	2.3062625	0.0000006
OGLE-SMC-CEP-0396	SMC125.5	32880	00:41:15.15	-73:05:22.9	16.714	17.316	1.5269385	0.0000003
OGLE-SMC-CEP-0397	SMC129.8	2527	00:41:15.64	-74:40:26.4	16.835	17.474	1.1864805	0.0000056
OGLE-SMC-CEP-0398	SMC126.5	5451	00:41:15.84	-72:34:45.2	17.095	17.734	1.2415750	0.0000016
OGLE-SMC-CEP-0399	SMC126.7	10596	00:41:15.85	-72:49:54.5	17.528	18.089	0.6495837	0.0000010
OGLE-SMC-CEP-0400	SMC128.5	15307	00:41:19.29	-73:45:49.7	17.058	17.668	1.3043575	0.0000036
OGLE-SMC-CEP-0401	SMC128.7	9721	00:41:20.00	-74:00:35.2	17.383	18.025	1.2598649	0.0000006
OGLE-SMC-CEP-0402	SMC125.6	14231	00:41:21.05	-73:15:23.9	17.046	17.771	1.4617811	0.0000008
OGLE-SMC-CEP-0403	SMC128.7	9722	00:41:22.91	-74:04:14.3	16.510	17.195	2.2108408	0.0000279
OGLE-SMC-CEP-0404	SMC125.7	35383	00:41:24.03	-73:21:40.5	14.455	15.121	7.4825354	0.0000078
OGLE-SMC-CEP-0405	SMC128.5	15016	00:41:25.03	-73:40:33.6	16.230	16.803	1.6282990	0.0000013
OGLE-SMC-CEP-0406	SMC125.5	33071	00:41:26.47	-73:04:36.7	17.756	18.432	0.9823732	0.0000006
OGLE-SMC-CEP-0407	SMC125.6	33982	00:41:27.93	-73:13:17.1	16.925	17.594	1.4665648	0.0000013
OGLE-SMC-CEP-0408	SMC125.7	35512	00:41:28.84	-73:23:00.9	16.633	17.224	1.7901765	0.0000053
OGLE-SMC-CEP-0409	SMC125.5	14487	00:41:28.87	-73:08:05.7	17.076	17.671	0.8645977	0.0000008
OGLE-SMC-CEP-0410	SMC125.8	12404	00:41:32.62	-73:36:57.3	16.213	16.804	1.6135670	0.0000015
OGLE-SMC-CEP-0411	SMC126.7	10252	00:41:34.71	-72:51:21.9	16.877	17.489	1.1009833	0.0000015
OGLE-SMC-CEP-0412	SMC126.8	13228	00:41:39.02	-73:00:55.6	15.976	16.651	3.2420151	0.0000023
OGLE-SMC-CEP-0413	SMC128.8	8557	00:41:40.12	-74:07:23.3	16.828	17.453	0.8758401	0.0000013
OGLE-SMC-CEP-0414	SMC128.8	8561	00:41:41.48	-74:12:09.4	16.976	17.676	1.7184506	0.0000014
OGLE-SMC-CEP-0415	SMC128.7	9745	00:41:41.95	-73:56:15.6	17.276	17.754	0.5917102	0.0000041
OGLE-SMC-CEP-0416	SMC129.3	162	00:41:42.56	-74:22:11.8	17.449	18.027	1.2495080	0.0000008
OGLE-SMC-CEP-0417	SMC128.5	0	00:41:43.46	-73:43:23.9	10.911	-99.99	128.1967460	0.3025574
OGLE-SMC-CEP-0418	SMC125.6	34010	00:41:44.70	-73:14:33.2	16.751	17.450	1.8121143	0.0000013
OGLE-SMC-CEP-0419	SMC126.8	13495	00:41:45.37	-72:59:58.6	16.893	17.693	1.7201335	0.0000008
OGLE-SMC-CEP-0420	SMC125.6	33925	00:41:46.14	-73:14:14.9	15.827	16.515	3.1652842	0.0000010
OGLE-SMC-CEP-0421	SMC125.6	14277	00:41:48.54	-73:17:41.2	16.825	17.530	1.6850345	0.0000008
OGLE-SMC-CEP-0422	SMC125.5	14397	00:41:48.70	-73:07:03.4	15.342	16.032	2.8841869	0.0000149
OGLE-SMC-CEP-0423	SMC128.4	1	00:41:49.07	-73:43:42.3	14.219	15.069	12.4128371	0.0000586
OGLE-SMC-CEP-0424	SMC125.6	33927	00:41:49.89	-73:14:50.3	16.101	16.901	2.2076053	0.0000026
OGLE-SMC-CEP-0425	SMC125.5	14439	00:41:50.67	-73:10:19.8	16.305	16.893	2.1662952	0.0000009
OGLE-SMC-CEP-0426	SMC128.2	171	00:41:52.29	-73:58:42.2	16.466	16.978	1.5092712	0.0000023
OGLE-SMC-CEP-0427	SMC125.7	14564	00:41:52.53	-73:25:25.9	16.088	16.703	2.4746142	0.0000007
OGLE-SMC-CEP-0428	SMC126.7	10290	00:41:52.78	-72:44:31.8	16.734	17.261	1.5971254	0.0000012
OGLE-SMC-CEP-0429	SMC125.5	14441	00:41:53.17	-73:09:45.4	16.273	16.827	1.9987352	0.0000005
OGLE-SMC-CEP-0430	SMC125.6	34024	00:41:53.46	-73:12:05.9	17.126	17.738	0.8866595	0.0000005
OGLE-SMC-CEP-0431	SMC125.8	29883	00:41:55.48	-73:32:23.7	13.660	14.519	16.7417590	0.0000364
OGLE-SMC-CEP-0432	SMC125.5	14524	00:41:55.58	-73:08:05.0	17.072	17.751	1.4582017	0.0000008
OGLE-SMC-CEP-0433	SMC126.8	13533	00:41:56.31	-72:56:39.6	16.821	17.533	1.5661107	0.0000007
OGLE-SMC-CEP-0434	SMC125.8	29887	00:41:57.28	-73:31:24.4	14.321	15.171	10.6804858	0.0000217
OGLE-SMC-CEP-0435	SMC128.1	150	00:41:58.64	-74:09:14.4	17.193	17.807	1.1460087	0.0000012
OGLE-SMC-CEP-0436	SMC125.7	14570	00:41:58.91	-73:28:42.9	15.730	16.319	2.2904882	0.0000059
OGLE-SMC-CEP-0437	SMC125.5	32959	00:41:59.51	-73:04:46.4	16.977	17.587	1.3900686	0.0000003
OGLE-SMC-CEP-0438	SMC125.7	14663	00:41:59.54	-73:26:13.2	16.474	17.141	2.4053557	0.0000008
OGLE-SMC-CEP-0439	SMC125.7	35572	00:42:00.09	-73:20:19.0	17.196	17.825	1.3051156	0.0000007
OGLE-SMC-CEP-0440	SMC125.3	99	00:42:03.56	-73:17:32.9	17.128	17.715	1.1468032	0.0000010
OGLE-SMC-CEP-0441	SMC128.4	310	00:42:04.95	-73:38:29.8	16.527	17.132	2.0246994	0.0000006
OGLE-SMC-CEP-0442	SMC125.4	30270	00:42:05.80	-73:02:31.5	16.614	17.403	2.0662820	0.0000009
